"","A","M","Time","Event","As","W","I"
"529",NA,1.163,45.3,0,-1.093,-0.767,0
"530",NA,-0.153,5.6,0,-0.108,-0.009,0
"531",NA,0.009,18.6,0,-0.052,0.22,0
"532",NA,1.88,42.4,1,0.754,0.36,0
"533",NA,0.4,50,0,0.122,-0.089,0
"534",NA,-0.79,31.9,0,0.993,-0.584,0
"535",NA,-0.002,50,0,-0.899,-1.591,0
"536",NA,1.161,50,0,-0.076,0.467,0
"537",NA,-1.303,50,0,0.023,-0.456,0
"538",NA,1.126,4.3,0,0.533,0.676,0
"539",NA,-0.517,50,0,0.206,-1.097,0
"540",NA,-1.001,50,0,0.317,-1.045,0
"541",NA,-0.422,50,0,0.666,-0.333,0
"542",NA,1.389,47.9,1,0.904,-0.477,0
"543",NA,0.055,50,0,-1.516,0.64,0
"544",NA,-0.31,50,0,-0.009,-0.402,0
"545",NA,-0.552,16.8,0,0.196,-0.188,0
"546",NA,0.143,50,0,0.442,0.981,0
"547",NA,1.113,50,0,-0.006,0.415,0
"548",NA,-0.161,50,0,0.595,0.261,0
"549",NA,-0.253,4,0,-0.794,-0.192,0
"550",NA,0.536,50,0,0.467,-0.002,0
"551",NA,-0.528,47,0,-0.795,0.36,0
"552",NA,-0.408,28.9,0,-0.565,-0.636,0
"553",NA,-0.494,50,0,-0.071,-0.94,0
"554",NA,-0.444,23.7,0,-1.659,1.28,0
"555",NA,-0.344,31,0,0.2,0.898,0
"556",NA,-0.454,43.3,0,-0.217,0.239,0
"557",NA,-1.452,40.9,0,-0.442,-0.921,0
"558",NA,-0.021,44.7,1,-0.414,-0.015,0
"559",NA,-0.202,50,0,0.308,0.467,0
"560",NA,0.1,44.8,1,0.129,0.257,0
"561",NA,-0.9,13.7,0,-0.612,-1.012,0
"562",NA,1.186,16.5,0,-0.384,0.56,0
"563",NA,-1.144,50,0,-1.66,0.583,0
"564",NA,0.697,50,0,1.007,0.75,0
"565",NA,-0.016,39.7,0,-1.344,-0.104,0
"566",NA,0.525,50,0,0.415,0.037,0
"567",NA,0.204,50,0,0.519,-0.309,0
"568",NA,0.759,50,0,0.226,0.386,0
"569",NA,0.706,50,0,0.941,0.916,0
"570",NA,-0.563,8.9,0,-1.212,-2.073,0
"571",NA,-0.254,49.4,1,1.164,0.822,0
"572",NA,0.133,14.6,0,-0.158,-0.481,0
"573",NA,-0.308,50,0,0.724,0.987,0
"574",NA,0.018,50,0,-0.803,0.366,0
"575",NA,-0.401,50,0,0.327,-0.188,0
"576",NA,1.306,50,0,-1.201,0.111,0
"577",NA,-0.242,7.4,0,-0.221,-0.268,0
"578",NA,0.137,50,0,1.537,0.052,0
"579",NA,0.969,50,0,-1.656,0.478,0
"580",NA,-0.156,31.8,0,0.292,0.058,0
"581",NA,-0.339,9.2,0,0.124,-0.295,0
"582",NA,0.316,50,0,-0.998,-0.877,0
"583",NA,-1.029,50,0,-0.097,-0.087,0
"584",NA,-1.023,43.5,0,0.083,0.334,0
"585",NA,0.106,50,0,-0.35,0.033,0
"586",NA,-0.269,42.5,0,0.441,0.58,0
"587",NA,-0.745,50,0,-0.324,-0.12,0
"588",NA,0.839,50,0,-0.499,-0.044,0
"589",NA,-0.107,18.4,0,0.247,-0.416,0
"590",NA,-0.068,50,0,-0.056,1.168,0
"591",NA,0.461,50,0,-0.748,0.949,0
"592",NA,-0.553,50,0,0.23,0.82,0
"593",NA,1.826,50,0,-0.183,0.214,0
"594",NA,-0.136,50,0,0.043,-0.493,0
"595",NA,-0.322,50,0,-0.426,0.448,0
"596",NA,-0.553,4.8,0,0.458,0.204,0
"597",NA,-0.389,50,0,-0.886,-0.306,0
"598",NA,1.263,9.1,0,0.086,0.431,0
"599",NA,-0.158,23.5,0,0.495,0.462,0
"600",NA,-0.016,8.8,0,0.076,-0.966,0
"601",NA,0.125,4.4,0,0.386,0.138,0
"602",NA,-0.234,8.2,0,-1.242,0.839,0
"603",NA,0.299,38.6,0,0.193,0.234,0
"604",NA,-0.245,50,0,-0.671,-1.527,0
"605",NA,0.272,50,0,-0.591,-0.271,0
"606",NA,0.113,50,0,0.055,0.498,0
"607",NA,1.757,50,0,1.665,0.591,0
"608",NA,0.171,50,0,1.282,0.519,0
"609",NA,-0.944,50,0,-0.522,0.713,0
"610",NA,-0.236,50,0,0.889,0.943,0
"611",NA,0.472,42.4,0,-0.064,-0.502,0
"612",NA,0.888,50,0,-0.958,-1.321,0
"613",NA,-0.568,0.4,0,0.545,-0.868,0
"614",NA,0.494,42.9,1,-0.081,1.589,0
"615",NA,0.055,1.4,0,0.276,-0.005,0
"616",NA,-0.271,50,0,-0.975,-0.022,0
"617",NA,-1.172,30.3,0,0.159,2.004,0
"618",NA,0.727,25.2,0,-0.086,0.331,0
"619",NA,0.076,50,0,0.326,0.025,0
"620",NA,0.309,34.6,0,0.8,-0.15,0
"621",NA,-0.143,50,0,0.8,2.218,0
"622",NA,0.251,50,0,-1.134,0.328,0
"623",NA,0.12,36.1,0,0.547,-0.145,0
"624",NA,-0.814,50,0,-0.989,-0.25,0
"625",NA,-0.337,50,0,-0.572,-0.856,0
"626",NA,0.25,50,0,0.73,-0.113,0
"627",NA,1.161,3.5,0,-0.127,0.435,0
"628",NA,-0.394,50,0,0.718,-1.046,0
"629",NA,0.717,50,0,-0.149,1.082,0
"630",NA,-1.727,50,0,-0.029,-0.968,0
"631",NA,0.228,42,1,0.539,-0.827,0
"632",NA,0.03,50,0,-0.493,-0.979,0
"633",NA,-0.824,50,0,-0.202,0.909,0
"634",NA,-0.84,50,0,-0.032,0.176,0
"635",NA,-0.655,40.2,0,-0.108,-0.665,0
"636",NA,0.248,43.7,1,-0.771,-0.355,0
"637",NA,0.026,29.4,0,0.418,0.835,0
"638",NA,0.152,16.9,0,-0.34,-0.42,0
"639",NA,0.006,4.8,0,-0.543,0.412,0
"640",NA,-0.572,50,0,0.676,0.815,0
"641",NA,-0.082,47.5,1,-0.055,-0.844,0
"642",NA,-0.439,17,0,-0.083,0.613,0
"643",NA,-0.357,8.5,0,-0.478,-1.352,0
"644",NA,0.045,42.3,0,-0.888,0.467,0
"645",NA,-0.675,3.3,0,0.675,1.376,0
"646",NA,-0.156,50,0,-0.418,0.369,0
"647",NA,-0.46,50,0,-0.215,-0.692,0
"648",NA,-0.59,19.3,0,1.162,0.605,0
"649",NA,1.705,50,0,-0.058,0.358,0
"650",NA,-0.98,35.8,1,-0.157,0.468,0
"651",NA,0.555,23.6,0,0.239,-1.041,0
"652",NA,0.47,50,0,0.483,0.408,0
"653",NA,-0.126,20.9,0,0.288,0.342,0
"654",NA,0.169,50,0,0.846,-0.416,0
"655",NA,1.871,50,0,1.217,0.858,0
"656",NA,0.9,50,0,0.154,0.041,0
"657",NA,0.03,20.8,0,-0.743,-0.105,0
"658",NA,0.217,43.1,1,0.796,-0.625,0
"659",NA,-0.633,30.7,0,0.156,-1.057,0
"660",NA,-0.526,50,0,0.878,0.712,0
"661",NA,0.113,6.8,0,0.368,0.95,0
"662",NA,-0.154,28.6,0,0.063,0.453,0
"663",NA,-0.194,42.2,0,-0.418,-0.177,0
"664",NA,-1.067,50,0,0.264,-0.279,0
"665",NA,0.242,50,0,-0.152,1.498,0
"666",NA,0.103,0.5,0,0.103,-1.373,0
"667",NA,0.898,50,0,-0.137,1.652,0
"668",NA,0.138,50,0,-1.035,-0.309,0
"669",NA,1.229,50,0,0.972,1.041,0
"670",NA,-1.333,50,0,-0.288,-0.131,0
"671",NA,0.287,50,0,0.593,0.596,0
"672",NA,-0.822,50,0,-0.638,-0.18,0
"673",NA,0.287,50,0,0.213,-0.533,0
"674",NA,-0.183,50,0,-0.892,-0.589,0
"675",NA,-0.311,20.2,0,-0.045,1.04,0
"676",NA,0.825,47.7,1,0.762,0.599,0
"677",NA,0.358,5.2,0,0.349,-0.101,0
"678",NA,0.653,14,0,0.924,0.569,0
"679",NA,-0.818,42.9,0,-0.071,0.021,0
"680",NA,0.688,50,0,-0.251,0.382,0
"681",NA,0.855,50,0,0.521,1.502,0
"682",NA,-0.027,50,0,-0.839,0.674,0
"683",NA,0.065,50,0,-0.347,2.224,0
"684",NA,0.227,50,0,-0.248,-0.007,0
"685",NA,-1.018,50,0,-0.056,-0.767,0
"686",NA,-0.501,50,0,-0.297,-0.332,0
"687",NA,1.504,50,0,-0.917,0.665,0
"688",NA,0.237,16.3,0,0.475,-1.076,0
"689",NA,-0.225,50,0,-0.672,0.343,0
"690",NA,-0.38,46.1,0,0.422,0.738,0
"691",NA,0.143,43.9,0,0.284,-0.41,0
"692",NA,0.188,50,0,-0.376,0.982,0
"693",NA,0.477,50,0,-0.067,-0.777,0
"694",NA,1.161,47,1,0.06,0.735,0
"695",NA,0.202,50,0,1.253,0.116,0
"696",NA,-0.7,50,0,-0.357,0.154,0
"697",NA,-0.641,50,0,0.483,-0.088,0
"698",NA,1.245,2,0,0.283,0.741,0
"699",NA,0.628,29.3,0,0.199,0.479,0
"700",NA,-0.231,37.1,0,-0.302,0.148,0
"701",NA,0.981,40.9,1,1.643,0.506,0
"702",NA,0.287,6.5,0,0.415,0.312,0
"703",NA,-0.327,45.2,1,-0.257,1.51,0
"704",NA,-0.963,50,0,0.045,-0.606,0
"705",NA,-1.414,50,0,0.188,-0.629,0
"706",NA,0.232,50,0,-0.878,-0.124,0
"707",NA,-0.148,46.3,0,-1.895,-0.781,0
"708",NA,-0.609,34.1,0,-0.11,0.861,0
"709",NA,0.261,50,0,-0.734,-0.368,0
"710",NA,0.806,17.2,0,0.586,0.418,0
"711",NA,-0.436,50,0,0.469,-0.402,0
"712",NA,0.79,50,0,0.383,0.566,0
"713",NA,-0.058,50,0,-0.093,0.235,0
"714",NA,1.213,50,0,-0.971,0.488,0
"715",NA,0.26,50,0,-0.527,-0.345,0
"716",NA,0.647,50,0,0.462,0.142,0
"717",NA,1.222,3.7,0,0.969,0.159,0
"718",NA,0.07,50,0,0.088,-1.306,0
"719",NA,1.008,29.3,0,0.106,-0.567,0
"720",NA,-0.913,50,0,-0.868,-0.37,0
"721",NA,-0.997,3.7,0,-0.207,-0.439,0
"722",NA,-1.498,50,0,0.088,-0.07,0
"723",NA,0.18,50,0,-0.628,0.177,0
"724",NA,0.04,7.4,0,1.104,0.434,0
"725",NA,-0.495,50,0,-1.299,0.587,0
"726",NA,-0.175,21.9,0,0.893,-0.69,0
"727",NA,0.609,50,0,-0.977,-1.359,0
"728",NA,1.226,1.6,0,-0.104,-0.04,0
"729",NA,0.537,50,0,0.951,0.777,0
"730",NA,-0.189,50,0,0.154,0.472,0
"731",NA,0.465,50,0,-0.023,0.642,0
"732",NA,-0.333,32,0,-0.409,-0.078,0
"733",NA,0.384,50,0,-0.747,-0.811,0
"734",NA,0.219,43.1,0,-0.031,-0.458,0
"735",NA,-1.356,30.5,0,0.443,0.218,0
"736",NA,-0.784,50,0,0.458,-1.137,0
"737",NA,0.58,7.8,0,-0.345,1.371,0
"738",NA,-2.516,50,0,1.243,-0.741,0
"739",NA,-1.136,46.1,0,-0.362,-0.193,0
"740",NA,0.322,49.8,1,-0.205,-0.01,0
"741",NA,-0.308,50,0,-0.348,-0.297,0
"742",NA,-0.824,41.6,0,0.021,-0.117,0
"743",NA,0.175,50,0,-0.366,-0.087,0
"744",NA,-0.224,50,0,-0.065,-0.52,0
"745",NA,-1.378,50,0,-0.116,-0.594,0
"746",NA,-0.077,9.6,0,0.245,0.156,0
"747",NA,-0.415,50,0,0.15,-1.037,0
"748",NA,1.224,19.9,0,1.516,0.807,0
"749",NA,0.201,50,0,0.121,0.528,0
"750",NA,0.155,49.6,1,0.062,-1.383,0
"751",NA,-0.14,50,0,-0.305,0.239,0
"752",NA,0.011,50,0,-0.612,0.763,0
"753",NA,-0.06,50,0,-0.313,0.385,0
"754",NA,0.329,50,0,0.745,-1.322,0
"755",NA,-0.746,50,0,0.05,-0.882,0
"756",NA,-0.047,50,0,1.587,0.253,0
"757",NA,-0.53,9.1,0,0.931,-1.384,0
"758",NA,1.415,50,0,1.201,0.01,0
"759",NA,0.05,10.2,0,-0.11,-0.141,0
"760",NA,0.139,50,0,0.151,1.402,0
"761",NA,-0.793,1.8,0,0.726,-0.593,0
"762",NA,-1.069,50,0,-0.24,-0.434,0
"763",NA,-0.62,50,0,-1.855,-0.898,0
"764",NA,0.103,45.5,1,1.17,1.753,0
"765",NA,0.412,50,0,-1.017,-1.288,0
"766",NA,0.132,13,0,0.117,0.637,0
"767",NA,-0.119,50,0,-1.056,0.892,0
"768",NA,0.001,6,0,0.41,-0.177,0
"769",NA,0.49,50,0,-0.192,-0.346,0
"770",NA,0.356,39.3,0,-0.055,0.393,0
"771",NA,0.33,8.4,0,0.458,0.457,0
"772",NA,-0.187,24.7,0,-0.656,0.049,0
"773",NA,0.341,50,0,-0.241,-0.538,0
"774",NA,-0.304,50,0,0.445,0.204,0
"775",NA,0.829,50,0,0.301,-0.188,0
"776",NA,-0.373,30.9,0,-0.681,-0.628,0
"777",NA,1.367,28.5,0,-0.448,-0.663,0
"778",NA,-0.129,15.4,0,-0.636,0.526,0
"779",NA,-0.174,43.9,0,0.056,0.019,0
"780",NA,-0.752,50,0,0.786,0.561,0
"781",NA,-0.313,50,0,-0.551,-1.269,0
"782",NA,0.126,50,0,-1.522,0.164,0
"783",NA,-0.396,0.3,0,-0.554,-0.414,0
"784",NA,0.728,30.9,0,-1.218,-0.228,0
"785",NA,0.636,50,0,0.393,0.635,0
"786",NA,-0.127,2,0,-0.121,-0.807,0
"787",NA,0.322,43.2,0,-0.188,-0.271,0
"788",NA,-0.372,32.6,1,0.766,-0.725,0
"789",NA,-0.833,50,0,-0.92,0.427,0
"790",NA,0.806,7.5,0,1.642,-0.152,0
"791",NA,-0.566,50,0,-0.342,-0.622,0
"792",NA,1.179,26.8,0,1.444,1,0
"793",NA,0.051,36.5,1,-0.445,0.338,0
"794",NA,0.784,5.2,0,-0.668,-0.294,0
"795",NA,0.383,50,0,0.081,1.321,0
"796",NA,-0.114,35.2,0,-0.538,-0.544,0
"797",NA,0.135,44.1,0,-0.502,-0.529,0
"798",NA,1.139,50,0,-0.391,-0.605,0
"799",NA,0.325,20.1,0,0.304,0.307,0
"800",NA,0.599,12.1,0,0.458,0.007,0
"801",NA,0.653,50,0,1.346,0.698,0
"802",NA,-0.272,14.2,0,-0.558,0.024,0
"803",NA,0.999,44.2,0,-0.987,-0.102,0
"804",NA,0.597,20.6,0,0.784,0.517,0
"805",NA,-0.649,50,0,0.7,1.363,0
"806",NA,-1.16,50,0,0.023,-0.315,0
"807",NA,1,50,0,-0.125,-0.048,0
"808",NA,-0.386,30.9,0,-0.665,-0.188,0
"809",NA,-0.381,48.5,1,-0.692,-1.175,0
"810",NA,-0.355,50,0,-0.777,-0.338,0
"811",NA,0.458,21.1,0,1.118,-0.118,0
"812",NA,0.122,50,0,0.028,-0.245,0
"813",NA,0.267,27.1,0,-1.034,-0.902,0
"814",NA,-0.229,10.9,0,-1.119,-0.217,0
"815",NA,0.047,50,0,0.323,1.13,0
"816",NA,-0.676,50,0,-0.055,-0.589,0
"817",NA,0.186,50,0,1.121,0.078,0
"818",NA,-0.531,50,0,-0.483,0.372,0
"819",NA,0.783,47.2,1,0.513,1.052,0
"820",NA,-0.462,20,0,-0.841,-0.111,0
"821",NA,0.245,50,0,-0.747,-0.273,0
"822",NA,-0.815,21.3,0,-0.219,0.324,0
"823",NA,0.145,44.2,1,0.611,0.761,0
"824",NA,-0.194,50,0,-0.963,0.142,0
"825",NA,-0.157,50,0,0.579,-0.366,0
"826",NA,-0.367,43.7,0,1.187,0.184,0
"827",NA,-1.354,50,0,0.249,-0.381,0
"828",NA,-1.022,5.1,0,-1.49,-1.31,0
"829",NA,0.674,9.9,0,-0.183,0.218,0
"830",NA,-0.909,18.8,0,-0.016,-0.939,0
"831",NA,0.829,50,0,-0.232,0.397,0
"832",NA,-0.16,50,0,0.214,-0.353,0
"833",NA,0.322,50,0,-1.177,-0.763,0
"834",NA,-1.395,50,0,-1.16,-0.892,0
"835",NA,-0.151,40.7,1,0.395,-1.17,0
"836",NA,-0.204,50,0,0.705,-0.109,0
"837",NA,-0.357,45.2,1,-0.383,0.048,0
"838",NA,-0.969,50,0,0.254,-0.229,0
"839",NA,0.281,50,0,0.592,0.559,0
"840",NA,0.275,50,0,-1.55,-0.487,0
"841",NA,1.864,40.5,1,0.984,-0.03,0
"842",NA,-1.655,50,0,0.419,-0.9,0
"843",NA,-0.024,48.2,1,-0.361,0.333,0
"844",NA,-0.484,50,0,1.631,-0.677,0
"845",NA,1.272,47.5,1,-0.499,-0.43,0
"846",NA,0.225,11.2,0,0.361,0.665,0
"847",NA,-0.452,32.1,0,0.501,-0.494,0
"848",NA,-0.219,38,1,0.082,-0.017,0
"849",NA,1.209,5.1,0,-1.027,1.485,0
"850",NA,0.637,50,0,1.517,0.279,0
"851",NA,0.605,41,0,-0.648,-1.304,0
"852",NA,0.438,50,0,0.236,0.45,0
"853",NA,0.687,23.5,0,0.204,-1.364,0
"854",NA,0.493,50,0,0.433,-0.406,0
"855",NA,0.341,44.9,1,-1.228,0.238,0
"856",NA,1.531,50,0,0.754,1.993,0
"857",NA,-1.183,50,0,-0.504,0.28,0
"858",NA,1.495,50,0,0.847,-0.097,0
"859",NA,0.359,50,0,0.885,0.174,0
"860",NA,1.082,50,0,-1.108,-0.295,0
"861",NA,1.628,50,0,0.746,0.127,0
"862",NA,1.064,50,0,0.48,0.307,0
"863",NA,-0.157,43.7,0,0.274,0.195,0
"864",NA,0.718,36.5,1,0.13,-0.505,0
"865",NA,-0.32,50,0,-0.65,0.308,0
"866",NA,-1.351,42.7,0,-0.6,-0.629,0
"867",NA,-0.628,13.1,0,-0.479,-0.832,0
"868",NA,0.085,50,0,-0.364,-0.48,0
"869",NA,0.477,50,0,-0.623,-0.405,0
"870",NA,0.636,50,0,0.446,0.756,0
"871",NA,-0.058,32.3,0,0.671,-0.02,0
"872",NA,-0.691,28.2,0,0.971,0.639,0
"873",NA,0.398,40.2,0,-1.074,-0.644,0
"874",NA,-0.234,4.6,0,0.618,1.302,0
"875",NA,0.676,42.9,1,0.893,-0.452,0
"876",NA,-0.153,50,0,0.844,-0.872,0
"877",NA,-0.391,34.2,1,0.699,0.504,0
"878",NA,-0.578,50,0,-0.875,1.654,0
"879",NA,-0.381,50,0,-1.031,0.245,0
"880",NA,0.883,50,0,0.721,-1.109,0
"881",NA,1.077,50,0,-0.016,-0.051,0
"882",NA,-0.248,40.8,0,-1.264,-1.547,0
"883",NA,0.739,50,0,1.618,-0.437,0
"884",NA,-0.461,10.2,0,-0.447,-0.461,0
"885",NA,0.143,46.2,0,0.407,0.148,0
"886",NA,-0.559,15.8,0,0.412,-0.273,0
"887",NA,0.192,50,0,0.033,0.224,0
"888",NA,-0.589,12.1,0,-0.896,0.534,0
"889",NA,-1.647,41.5,1,-0.355,-0.708,0
"890",NA,-0.359,15,0,0.036,0.117,0
"891",NA,-0.721,31.6,0,-0.041,0.46,0
"892",NA,0.363,50,0,-0.153,-0.249,0
"893",NA,0.222,17.6,0,0.229,-0.65,0
"894",NA,-0.184,8.3,0,0.773,0.472,0
"895",NA,-0.497,49.7,0,0.048,0.385,0
"896",NA,-0.074,50,0,-0.286,0.148,0
"897",NA,0.304,50,0,1.242,1.361,0
"898",NA,-2.184,34.8,0,-0.74,0.021,0
"899",NA,0.63,8.3,0,-0.343,0.027,0
"900",NA,-0.456,50,0,1.278,-0.673,0
"901",NA,-0.013,49.7,1,1.92,-0.054,0
"902",NA,-1.199,13.3,0,-0.388,-1.08,0
"903",NA,0.249,22.2,0,0.448,0.393,0
"904",NA,-1.221,50,0,-0.356,-0.092,0
"905",NA,-0.609,2.7,0,-0.199,0.37,0
"906",NA,-0.254,50,0,0.482,-0.554,0
"907",NA,-0.492,50,0,0.33,-0.844,0
"908",NA,-0.874,50,0,-0.201,0.557,0
"909",NA,0.219,50,0,-0.356,1.302,0
"910",NA,0.63,42.8,0,-0.665,0.458,0
"911",NA,-0.763,26.8,0,0.852,-0.892,0
"912",NA,-1.121,43.9,0,-0.011,-0.977,0
"913",NA,-1.328,50,0,-0.575,0.471,0
"914",NA,-0.069,49.2,1,0.771,1.195,0
"915",NA,-0.299,45,1,-0.83,-0.79,0
"916",NA,-0.655,11.7,0,1.032,0.42,0
"917",NA,0.564,5.2,0,-0.279,1.503,0
"918",NA,1.109,50,0,-1.463,-0.91,0
"919",NA,1.246,37.1,0,0.292,1.404,0
"920",NA,0.644,50,0,1.103,0.82,0
"921",NA,0.012,50,0,0.64,0.675,0
"922",NA,-0.159,50,0,-0.285,-0.965,0
"923",NA,-0.705,1.7,0,1.424,0.283,0
"924",NA,0.956,45.2,1,-0.067,0.185,0
"925",NA,-0.643,32.7,0,-1.393,-1.042,0
"926",NA,0.024,50,0,0.276,-0.54,0
"927",NA,0.994,50,0,2.186,-0.159,0
"928",NA,1.006,50,0,0.839,-0.253,0
"929",NA,-0.268,50,0,0.685,-0.183,0
"930",NA,1.11,23.4,0,-0.401,0.334,0
"931",NA,0.442,50,0,-0.506,0.275,0
"932",NA,-0.329,50,0,-0.802,-0.464,0
"933",NA,-1.044,50,0,0.419,0.737,0
"934",NA,-0.213,50,0,-0.072,0.922,0
"935",NA,0.433,16.5,0,1.14,0.074,0
"936",NA,-1.297,50,0,-0.447,0.321,0
"937",NA,-0.515,50,0,-0.565,0.008,0
"938",NA,0.377,34.7,0,0.209,0.105,0
"939",NA,-0.534,50,0,0.172,0.313,0
"940",NA,-0.447,50,0,0.466,-0.068,0
"941",NA,-0.085,21.6,0,-1.222,0.635,0
"942",NA,-0.237,10.9,0,-0.097,-0.951,0
"943",NA,0.679,50,0,0.813,0.517,0
"944",NA,0.873,6.1,0,-0.174,-0.243,0
"945",NA,-0.648,42.9,0,-0.212,0.159,0
"946",NA,0.236,50,0,0.218,0.061,0
"947",NA,-0.465,50,0,-0.556,0.453,0
"948",NA,-0.601,50,0,0.033,-0.322,0
"949",NA,-0.166,50,0,-0.614,-0.754,0
"950",NA,-0.363,50,0,-0.055,-0.696,0
"951",NA,0.723,11,0,-0.85,0.158,0
"952",NA,-0.488,50,0,-0.47,-0.974,0
"953",NA,-0.597,42.6,0,1.165,0.214,0
"954",NA,-0.289,1.9,0,0.239,1.174,0
"955",NA,0.271,7.9,0,0.066,-0.272,0
"956",NA,0.161,50,0,-0.484,0.286,0
"957",NA,-0.318,49.6,0,0.443,0.112,0
"958",NA,0.602,38.4,0,0.749,-0.115,0
"959",NA,0.591,50,0,0.393,-0.417,0
"960",NA,0.623,33,0,0.155,0.531,0
"961",NA,1.081,24.8,0,-0.89,0.232,0
"962",NA,-0.754,47.4,0,-0.49,0.686,0
"963",NA,-0.939,50,0,-0.96,-0.39,0
"964",NA,-0.731,18.5,0,-0.817,0.276,0
"965",NA,-0.249,15.4,0,-1.404,-0.716,0
"966",NA,-1.598,14,0,-0.143,-0.073,0
"967",NA,1.14,47,1,0.423,0.176,0
"968",NA,0.271,50,0,0.167,0.365,0
"969",NA,1.141,50,0,-0.519,-0.207,0
"970",NA,0.702,18.3,0,0.769,0.814,0
"971",NA,0.9,50,0,-0.132,-0.206,0
"972",NA,0.025,37.4,0,0.438,0.239,0
"973",NA,0.019,50,0,0.046,-0.947,0
"974",NA,-0.94,50,0,0.996,0.491,0
"975",NA,0.83,43.5,0,0.754,-1.211,0
"976",NA,0.15,50,0,0.019,1.068,0
"977",NA,-0.325,50,0,0.606,0.014,0
"978",NA,-0.045,50,0,-0.832,1.428,0
"979",NA,2.065,50,0,0.846,-0.07,0
"980",NA,-0.242,35.9,0,-0.235,0.454,0
"981",NA,0.53,27.6,0,0.761,0.43,0
"982",NA,1.221,43.3,0,0.835,0.886,0
"983",NA,-0.761,50,0,-0.248,-0.924,0
"984",NA,0.041,50,0,0.229,0.162,0
"985",NA,-0.294,50,0,1.057,1.067,0
"986",NA,0.898,28.3,0,-1.023,0.457,0
"987",NA,-1.556,50,0,-1.248,-0.345,0
"988",NA,0.801,50,0,-0.276,0.35,0
"989",NA,-0.923,50,0,-0.371,-0.335,0
"990",NA,-0.361,50,0,1.019,0.023,0
"991",NA,0.054,50,0,1.125,0.357,0
"992",NA,0.428,28.5,0,-1.159,0.135,0
"993",NA,-0.389,32.1,0,-1.306,-0.999,0
"994",NA,0.19,50,0,0.102,0.081,0
"995",NA,-0.617,50,0,1.552,0.231,0
"996",NA,-0.645,50,0,-0.437,-0.346,0
"997",NA,-0.616,50,0,1.246,0.513,0
"998",NA,0.096,50,0,0.413,0.444,0
"999",NA,0.987,47.3,1,0.307,0.189,0
"1000",NA,-0.588,50,0,-0.233,-0.539,0
"1001",NA,0.138,41.2,1,-1.129,0.68,0
"1002",NA,-0.324,50,0,0.094,-0.094,0
"1003",NA,-0.253,50,0,-0.352,0.655,0
"1004",NA,1.547,1.5,0,1.062,1.383,0
"1005",NA,-0.067,50,0,0.655,0.265,0
"1006",NA,-0.767,26,0,-0.421,0.452,0
"1007",NA,0.11,1.1,0,-0.412,0.233,0
"1008",NA,0.472,49.8,1,-0.32,-0.568,0
"1009",NA,-0.895,6.5,0,-0.659,-0.508,0
"1010",NA,-0.214,17.3,0,-0.07,0.748,0
"1011",NA,0.847,26.7,0,0.377,0.113,0
"1012",NA,0.083,2.2,0,-0.475,0.383,0
"1013",NA,-0.315,12.1,0,-0.211,0.024,0
"1014",NA,0.915,25.6,0,-0.016,1.143,0
"1015",NA,0.181,50,0,1.046,1.079,0
"1016",NA,-0.459,50,0,0.101,-0.516,0
"1017",NA,0.429,50,0,0.36,-0.209,0
"1018",NA,-0.393,50,0,0.104,-0.401,0
"1019",NA,-0.583,32,0,0.816,1.015,0
"1020",NA,-0.824,27.9,1,0.068,-1.304,0
"1021",NA,0.423,4.4,0,-0.089,-0.087,0
"1022",NA,-0.671,35.2,1,-1.203,0.468,0
"1023",NA,-0.522,50,0,-1.338,-0.142,0
"1024",NA,0.128,40.9,0,0.243,0.327,0
"1025",NA,-0.195,50,0,-0.362,0.113,0
"1026",NA,-0.006,0.1,0,-0.709,0.24,0
"1027",NA,0.205,16.9,0,0.349,0.165,0
"1028",NA,0.191,43.2,1,0.677,-0.243,0
"1029",NA,0.9,8.2,0,0.788,0.318,0
"1030",NA,0.496,22.1,0,-0.515,0.265,0
"1031",NA,-1.553,50,0,-0.411,-1.052,0
"1032",NA,0.019,22.2,0,0.763,-0.577,0
"1033",NA,0.459,50,0,1.287,0.19,0
"1034",NA,-0.621,50,0,0.66,-0.251,0
"1035",NA,0.7,50,0,-0.165,0.289,0
"1036",NA,-0.464,9.5,0,-0.102,0.691,0
"1037",NA,0.599,50,0,-0.546,1.45,0
"1038",NA,-0.061,50,0,0.011,-0.144,0
"1039",NA,0.471,3,0,0.276,0.843,0
"1040",NA,0.49,50,0,-0.41,-0.537,0
"1041",NA,-1.379,50,0,-0.516,-1.589,0
"1042",NA,-0.661,37.3,0,0.401,-0.501,0
"1043",NA,2.276,40.7,0,0.119,0.262,0
"1044",NA,0.329,23.7,0,-0.494,-1.286,0
"1045",NA,1.562,47.3,1,0.06,0.282,0
"1046",NA,-1.032,30.3,0,0.45,0.109,0
"1047",NA,0.664,22.8,0,1.899,-0.434,0
"1048",NA,-0.213,50,0,-0.459,-1.42,0
"1049",NA,-0.706,50,0,0.996,-0.704,0
"1050",NA,0.549,50,0,1.264,0.631,0
"1051",NA,0.392,37.6,0,0.807,-0.259,0
"1052",NA,-0.23,50,0,0.452,0.283,0
"1053",NA,0.563,50,0,-1.096,-0.08,0
"1054",NA,-0.219,12.1,0,0.859,0.362,0
"1055",NA,0.067,50,0,0.633,-0.944,0
"1056",NA,-0.633,50,0,1.159,-1.096,0
